index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B
776,TR,Violence,1,1.0,1
776,TR,SelfHarm,1,1.0,1
776,TR,Insult,1,1.0,1
776,TR,SexualContent,1,1.0,1
65,TR,Toxicity,4,5.0,5
65,TR,IdentityAttack,3,3.0,3
65,TR,Bias,2,3.0,3
65,TR,Microaggression,1,3.0,1
65,TR,Violence,1,3.0,3
65,TR,SelfHarm,1,1.0,1
65,TR,Insult,3,3.0,3
65,TR,SexualContent,1,2.0,1
688,TR,Toxicity,1,,1
688,TR,IdentityAttack,1,,1
688,TR,Bias,1,,1
688,TR,Microaggression,1,,1
688,TR,Violence,1,,1
688,TR,SelfHarm,1,,1
688,TR,Insult,1,,1
688,TR,SexualContent,1,,1
315,TR,Toxicity,4,5.0,5
315,TR,IdentityAttack,3,3.0,3
315,TR,Bias,3,3.0,3
315,TR,Microaggression,1,3.0,1
315,TR,Violence,1,3.0,1
315,TR,SelfHarm,1,1.0,1
315,TR,Insult,3,3.0,3
315,TR,SexualContent,1,1.0,1
779,TR,Toxicity,1,3.0,1
779,TR,IdentityAttack,1,3.0,1
779,TR,Bias,1,3.0,1
779,TR,Microaggression,1,3.0,1
779,TR,Violence,1,1.0,1
779,TR,SelfHarm,1,1.0,1
779,TR,Insult,1,3.0,1
779,TR,SexualContent,1,1.0,1
624,TR,Toxicity,1,,1
624,TR,IdentityAttack,1,,1
624,TR,Bias,1,,1
624,TR,Microaggression,1,,1
624,TR,Violence,1,,1
624,TR,SelfHarm,1,,1
624,TR,Insult,1,,1
624,TR,SexualContent,1,,1
827,TR,Toxicity,2,5.0,3
827,TR,IdentityAttack,1,3.0,1
827,TR,Bias,2,3.0,1
827,TR,Microaggression,1,3.0,1
827,TR,Violence,1,3.0,1
827,TR,SelfHarm,1,1.0,1
827,TR,Insult,1,3.0,3
827,TR,SexualContent,1,1.0,1
515,TR,Toxicity,3,3.0,3
515,TR,IdentityAttack,1,3.0,1
515,TR,Bias,1,3.0,1
515,TR,Microaggression,1,3.0,1
515,TR,Violence,1,1.0,1
515,TR,SelfHarm,1,1.0,1
515,TR,Insult,3,3.0,3
515,TR,SexualContent,3,1.0,1
752,TR,Toxicity,2,5.0,3
752,TR,IdentityAttack,1,3.0,1
752,TR,Bias,1,3.0,1
752,TR,Microaggression,1,3.0,1
752,TR,Violence,2,3.0,1
752,TR,SelfHarm,1,1.0,1
752,TR,Insult,1,3.0,3
752,TR,SexualContent,1,1.0,1
411,TR,Toxicity,4,,3
411,TR,IdentityAttack,3,,3
411,TR,Bias,3,,3
411,TR,Microaggression,1,,1
411,TR,Violence,1,,1
411,TR,SelfHarm,1,,1
411,TR,Insult,3,,3
411,TR,SexualContent,1,,1
144,TR,Toxicity,2,3.0,3
144,TR,IdentityAttack,2,3.0,1
144,TR,Bias,1,3.0,1
144,TR,Microaggression,1,3.0,1
144,TR,Violence,1,1.0,1
144,TR,SelfHarm,1,1.0,1
144,TR,Insult,2,3.0,3
144,TR,SexualContent,1,1.0,1
740,TR,Toxicity,1,1.0,1
740,TR,IdentityAttack,1,1.0,1
740,TR,Bias,1,1.0,1
740,TR,Microaggression,1,1.0,1
740,TR,Violence,1,1.0,1
740,TR,SelfHarm,1,1.0,1
740,TR,Insult,1,1.0,1
740,TR,SexualContent,1,1.0,1
810,TR,Toxicity,2,2.0,3
810,TR,IdentityAttack,1,2.0,1
810,TR,Bias,1,3.0,1
810,TR,Microaggression,1,3.0,1
810,TR,Violence,1,1.0,1
810,TR,SelfHarm,1,1.0,1
810,TR,Insult,2,2.0,3
810,TR,SexualContent,1,1.0,1
95,TR,Toxicity,5,5.0,3
95,TR,IdentityAttack,3,3.0,3
95,TR,Bias,3,3.0,3
95,TR,Microaggression,1,3.0,1
95,TR,Violence,1,2.0,1
95,TR,SelfHarm,1,1.0,1
95,TR,Insult,3,3.0,3
95,TR,SexualContent,3,1.0,1
527,TR,Toxicity,4,5.0,3
527,TR,IdentityAttack,3,3.0,3
527,TR,Bias,3,3.0,3
527,TR,Microaggression,1,3.0,1
527,TR,Violence,1,1.0,1
527,TR,SelfHarm,1,1.0,1
527,TR,Insult,3,3.0,3
527,TR,SexualContent,1,1.0,1
895,TR,Toxicity,1,2.0,3
895,TR,IdentityAttack,1,2.0,1
895,TR,Bias,1,3.0,1
895,TR,Microaggression,1,2.0,1
895,TR,Violence,1,1.0,1
895,TR,SelfHarm,1,1.0,1
895,TR,Insult,1,1.0,3
895,TR,SexualContent,1,1.0,1
1021,TR,Toxicity,4,3.0,3
1021,TR,IdentityAttack,3,3.0,3
1021,TR,Bias,3,3.0,3
1021,TR,Microaggression,3,2.0,1
1021,TR,Violence,1,1.0,1
1021,TR,SelfHarm,1,1.0,1
1021,TR,Insult,1,2.0,3
1021,TR,SexualContent,1,1.0,1
308,TR,Toxicity,3,3.0,3
308,TR,IdentityAttack,1,2.0,1
308,TR,Bias,1,2.0,1
308,TR,Microaggression,1,3.0,1
308,TR,Violence,1,1.0,1
308,TR,SelfHarm,1,1.0,1
308,TR,Insult,3,3.0,3
308,TR,SexualContent,1,1.0,1
75,TR,Toxicity,3,5.0,5
75,TR,IdentityAttack,1,3.0,3
75,TR,Bias,1,3.0,3
75,TR,Microaggression,1,3.0,1
75,TR,Violence,1,1.0,1
75,TR,SelfHarm,1,1.0,1
75,TR,Insult,3,3.0,3
75,TR,SexualContent,1,1.0,1
353,TR,Toxicity,3,3.0,3
353,TR,IdentityAttack,3,2.0,1
353,TR,Bias,1,3.0,1
353,TR,Microaggression,1,2.0,1
353,TR,Violence,1,1.0,1
353,TR,SelfHarm,1,1.0,1
353,TR,Insult,3,3.0,3
353,TR,SexualContent,1,2.0,1
553,TR,Toxicity,1,2.0,3
553,TR,IdentityAttack,1,2.0,1
553,TR,Bias,1,2.0,1
553,TR,Microaggression,1,2.0,1
553,TR,Violence,1,1.0,1
553,TR,SelfHarm,1,1.0,1
553,TR,Insult,1,1.0,3
553,TR,SexualContent,1,1.0,1
61,TR,Toxicity,3,3.0,3
61,TR,IdentityAttack,3,3.0,3
61,TR,Bias,1,3.0,3
61,TR,Microaggression,1,3.0,1
61,TR,Violence,1,1.0,1
61,TR,SelfHarm,1,1.0,1
61,TR,Insult,3,3.0,3
61,TR,SexualContent,1,1.0,1
161,TR,Toxicity,5,5.0,5
161,TR,IdentityAttack,1,3.0,3
161,TR,Bias,1,3.0,3
161,TR,Microaggression,1,3.0,1
161,TR,Violence,3,3.0,3
161,TR,SelfHarm,1,1.0,1
161,TR,Insult,3,3.0,3
161,TR,SexualContent,1,1.0,1
857,TR,Toxicity,3,3.0,3
857,TR,IdentityAttack,1,2.0,1
857,TR,Bias,2,3.0,1
857,TR,Microaggression,1,1.0,1
857,TR,Violence,2,3.0,1
857,TR,SelfHarm,1,1.0,1
857,TR,Insult,2,1.0,1
857,TR,SexualContent,1,1.0,1
886,TR,Toxicity,1,3.0,1
886,TR,IdentityAttack,1,2.0,1
886,TR,Bias,1,1.0,1
886,TR,Microaggression,1,1.0,1
886,TR,Violence,1,1.0,1
886,TR,SelfHarm,1,1.0,1
886,TR,Insult,1,1.0,1
886,TR,SexualContent,1,1.0,1
318,TR,Toxicity,5,5.0,5
318,TR,IdentityAttack,3,3.0,3
318,TR,Bias,3,3.0,3
318,TR,Microaggression,1,3.0,1
318,TR,Violence,3,3.0,3
318,TR,SelfHarm,1,1.0,1
318,TR,Insult,3,3.0,3
318,TR,SexualContent,1,1.0,1
471,TR,Toxicity,3,3.0,2
471,TR,IdentityAttack,1,2.0,1
471,TR,Bias,1,1.0,1
471,TR,Microaggression,1,1.0,1
471,TR,Violence,1,1.0,1
471,TR,SelfHarm,1,1.0,1
471,TR,Insult,3,2.0,2
471,TR,SexualContent,1,1.0,1
689,TR,Toxicity,1,,3
689,TR,IdentityAttack,1,,1
689,TR,Bias,1,,1
689,TR,Microaggression,1,,1
689,TR,Violence,1,,1
689,TR,SelfHarm,1,,1
689,TR,Insult,1,,3
689,TR,SexualContent,1,,1
435,TR,Toxicity,4,5.0,5
435,TR,IdentityAttack,1,3.0,3
435,TR,Bias,1,3.0,3
435,TR,Microaggression,1,3.0,1
435,TR,Violence,3,3.0,3
435,TR,SelfHarm,1,1.0,1
435,TR,Insult,3,3.0,3
435,TR,SexualContent,1,1.0,1
556,TR,Toxicity,4,3.0,3
556,TR,IdentityAttack,1,3.0,3
556,TR,Bias,1,3.0,3
556,TR,Microaggression,1,3.0,1
556,TR,Violence,1,1.0,1
556,TR,SelfHarm,1,1.0,1
556,TR,Insult,3,3.0,3
556,TR,SexualContent,1,1.0,1
860,TR,Toxicity,1,2.0,1
860,TR,IdentityAttack,1,2.0,1
860,TR,Bias,1,1.0,1
860,TR,Microaggression,1,1.0,1
860,TR,Violence,1,1.0,1
860,TR,SelfHarm,1,1.0,1
860,TR,Insult,1,1.0,1
860,TR,SexualContent,1,1.0,1
163,TR,Toxicity,4,3.0,3
163,TR,IdentityAttack,1,3.0,1
163,TR,Bias,3,3.0,1
163,TR,Microaggression,1,3.0,1
163,TR,Violence,1,1.0,1
163,TR,SelfHarm,1,1.0,1
163,TR,Insult,1,2.0,1
163,TR,SexualContent,3,2.0,3
409,TR,Toxicity,5,3.0,3
409,TR,IdentityAttack,3,2.0,1
409,TR,Bias,1,2.0,1
409,TR,Microaggression,1,2.0,1
409,TR,Violence,1,1.0,1
409,TR,SelfHarm,1,1.0,1
409,TR,Insult,3,2.0,3
409,TR,SexualContent,3,1.0,1
803,TR,Toxicity,1,,3
803,TR,IdentityAttack,1,,1
803,TR,Bias,1,,1
803,TR,Microaggression,1,,1
803,TR,Violence,1,,1
803,TR,SelfHarm,1,,1
803,TR,Insult,1,,3
803,TR,SexualContent,1,,1
595,TR,Toxicity,5,,5
595,TR,IdentityAttack,3,,3
595,TR,Bias,3,,3
595,TR,Microaggression,1,,1
595,TR,Violence,1,,3
595,TR,SelfHarm,1,,1
595,TR,Insult,3,,3
595,TR,SexualContent,1,,1
816,TR,Toxicity,1,3.0,2
816,TR,IdentityAttack,1,2.0,1
816,TR,Bias,1,2.0,1
816,TR,Microaggression,1,3.0,1
816,TR,Violence,1,1.0,1
816,TR,SelfHarm,1,1.0,1
816,TR,Insult,1,2.0,1
816,TR,SexualContent,1,1.0,1
261,TR,Toxicity,3,3.0,3
261,TR,IdentityAttack,1,3.0,3
261,TR,Bias,1,3.0,3
261,TR,Microaggression,1,3.0,1
261,TR,Violence,1,1.0,1
261,TR,SelfHarm,1,1.0,1
261,TR,Insult,3,3.0,3
261,TR,SexualContent,1,1.0,1
493,TR,Toxicity,3,5.0,3
493,TR,IdentityAttack,3,3.0,1
493,TR,Bias,1,3.0,1
493,TR,Microaggression,1,3.0,1
493,TR,Violence,1,3.0,1
493,TR,SelfHarm,1,1.0,1
493,TR,Insult,3,3.0,3
493,TR,SexualContent,1,3.0,3
867,TR,Toxicity,1,3.0,1
867,TR,IdentityAttack,1,3.0,1
867,TR,Bias,1,3.0,1
867,TR,Microaggression,1,3.0,1
867,TR,Violence,1,1.0,1
867,TR,SelfHarm,1,1.0,1
867,TR,Insult,1,1.0,1
867,TR,SexualContent,1,1.0,1
85,TR,Toxicity,3,2.0,2
85,TR,IdentityAttack,1,1.0,1
85,TR,Bias,1,1.0,1
85,TR,Microaggression,1,2.0,1
85,TR,Violence,1,1.0,1
85,TR,SelfHarm,1,1.0,1
85,TR,Insult,3,2.0,2
85,TR,SexualContent,1,1.0,1
641,UK,Toxicity,1,1.0,1
641,UK,IdentityAttack,1,1.0,1
641,UK,Bias,1,1.0,1
641,UK,Microaggression,1,1.0,1
641,UK,Violence,1,1.0,1
641,UK,SelfHarm,1,1.0,1
641,UK,Insult,1,1.0,1
641,UK,SexualContent,1,1.0,1
1002,UK,Toxicity,2,1.0,1
1002,UK,IdentityAttack,1,1.0,1
1002,UK,Bias,2,1.0,1
1002,UK,Microaggression,1,1.0,1
1002,UK,Violence,1,1.0,1
1002,UK,SelfHarm,1,1.0,1
1002,UK,Insult,1,1.0,1
1002,UK,SexualContent,1,1.0,1
193,UK,Toxicity,3,3.0,3
193,UK,IdentityAttack,3,3.0,1
193,UK,Bias,1,3.0,1
193,UK,Microaggression,3,3.0,1
193,UK,Violence,2,1.0,1
193,UK,SelfHarm,1,1.0,1
193,UK,Insult,3,3.0,3
193,UK,SexualContent,1,1.0,1
428,UK,Toxicity,2,1.0,1
428,UK,IdentityAttack,1,1.0,1
428,UK,Bias,1,1.0,1
428,UK,Microaggression,3,1.0,1
428,UK,Violence,2,1.0,1
428,UK,SelfHarm,1,1.0,1
428,UK,Insult,1,1.0,1
428,UK,SexualContent,1,1.0,1
493,UK,Toxicity,5,5.0,5
493,UK,IdentityAttack,1,3.0,3
493,UK,Bias,1,3.0,3
493,UK,Microaggression,3,3.0,1
493,UK,Violence,1,3.0,1
493,UK,SelfHarm,1,1.0,1
493,UK,Insult,3,3.0,3
493,UK,SexualContent,3,3.0,3
580,UK,Toxicity,4,5.0,3
580,UK,IdentityAttack,1,2.0,1
580,UK,Bias,1,1.0,1
580,UK,Microaggression,3,3.0,1
580,UK,Violence,1,1.0,1
580,UK,SelfHarm,1,1.0,1
580,UK,Insult,3,3.0,3
580,UK,SexualContent,1,2.0,1
16,UK,Toxicity,2,3.0,3
16,UK,IdentityAttack,2,2.0,1
16,UK,Bias,1,3.0,1
16,UK,Microaggression,1,3.0,1
16,UK,Violence,1,1.0,1
16,UK,SelfHarm,1,1.0,1
16,UK,Insult,2,3.0,3
16,UK,SexualContent,1,1.0,1
322,UK,Toxicity,2,2.0,1
322,UK,IdentityAttack,1,1.0,1
322,UK,Bias,1,1.0,1
322,UK,Microaggression,2,2.0,1
322,UK,Violence,1,1.0,1
322,UK,SelfHarm,1,1.0,1
322,UK,Insult,2,2.0,1
322,UK,SexualContent,1,1.0,1
418,UK,Toxicity,4,5.0,2
418,UK,IdentityAttack,1,2.0,1
418,UK,Bias,1,1.0,1
418,UK,Microaggression,2,3.0,1
418,UK,Violence,1,1.0,1
418,UK,SelfHarm,1,1.0,1
418,UK,Insult,3,3.0,2
418,UK,SexualContent,1,1.0,1
323,UK,Toxicity,4,5.0,5
323,UK,IdentityAttack,1,1.0,1
323,UK,Bias,1,1.0,1
323,UK,Microaggression,2,1.0,1
323,UK,Violence,2,1.0,1
323,UK,SelfHarm,1,1.0,1
323,UK,Insult,2,3.0,1
323,UK,SexualContent,3,3.0,3
484,UK,Toxicity,3,4.0,3
484,UK,IdentityAttack,1,3.0,1
484,UK,Bias,1,3.0,1
484,UK,Microaggression,3,3.0,1
484,UK,Violence,1,1.0,1
484,UK,SelfHarm,1,1.0,1
484,UK,Insult,3,3.0,3
484,UK,SexualContent,1,1.0,1
440,UK,Toxicity,3,5.0,5
440,UK,IdentityAttack,2,3.0,1
440,UK,Bias,2,3.0,1
440,UK,Microaggression,3,3.0,1
440,UK,Violence,3,3.0,3
440,UK,SelfHarm,1,1.0,1
440,UK,Insult,3,3.0,3
440,UK,SexualContent,2,1.0,1
522,UK,Toxicity,5,5.0,5
522,UK,IdentityAttack,3,3.0,3
522,UK,Bias,3,3.0,3
522,UK,Microaggression,1,3.0,1
522,UK,Violence,3,3.0,3
522,UK,SelfHarm,1,1.0,1
522,UK,Insult,3,3.0,3
522,UK,SexualContent,1,1.0,1
783,UK,Toxicity,1,2.0,1
783,UK,IdentityAttack,1,1.0,1
783,UK,Bias,1,1.0,1
783,UK,Microaggression,1,1.0,1
783,UK,Violence,1,1.0,1
783,UK,SelfHarm,1,1.0,1
783,UK,Insult,1,1.0,1
783,UK,SexualContent,1,1.0,1
399,UK,Toxicity,5,5.0,5
399,UK,IdentityAttack,1,3.0,3
399,UK,Bias,1,3.0,3
399,UK,Microaggression,1,3.0,1
399,UK,Violence,3,3.0,3
399,UK,SelfHarm,1,1.0,1
399,UK,Insult,3,3.0,3
399,UK,SexualContent,3,3.0,3
640,UK,Toxicity,1,3.0,3
640,UK,IdentityAttack,1,3.0,3
640,UK,Bias,1,3.0,3
640,UK,Microaggression,1,3.0,1
640,UK,Violence,1,1.0,1
640,UK,SelfHarm,1,1.0,1
640,UK,Insult,1,3.0,3
640,UK,SexualContent,1,1.0,1
879,UK,Toxicity,1,1.0,1
879,UK,IdentityAttack,1,1.0,1
879,UK,Bias,1,2.0,1
879,UK,Microaggression,1,1.0,1
879,UK,Violence,1,1.0,1
879,UK,SelfHarm,1,1.0,1
879,UK,Insult,1,1.0,1
879,UK,SexualContent,1,1.0,1
176,UK,Toxicity,4,3.0,3
176,UK,IdentityAttack,3,3.0,3
176,UK,Bias,2,3.0,3
176,UK,Microaggression,1,3.0,1
176,UK,Violence,1,1.0,1
176,UK,SelfHarm,1,1.0,1
176,UK,Insult,3,3.0,3
176,UK,SexualContent,1,1.0,1
532,UK,Toxicity,4,3.0,3
532,UK,IdentityAttack,1,3.0,1
532,UK,Bias,1,3.0,1
532,UK,Microaggression,3,3.0,1
532,UK,Violence,1,3.0,1
532,UK,SelfHarm,1,1.0,1
532,UK,Insult,3,3.0,3
532,UK,SexualContent,1,1.0,1
276,UK,Toxicity,5,5.0,3
276,UK,IdentityAttack,3,3.0,3
276,UK,Bias,3,3.0,3
276,UK,Microaggression,1,3.0,1
276,UK,Violence,2,3.0,1
276,UK,SelfHarm,1,1.0,1
276,UK,Insult,3,3.0,3
276,UK,SexualContent,1,1.0,1
208,UK,Toxicity,5,3.0,3
208,UK,IdentityAttack,1,3.0,1
208,UK,Bias,1,3.0,1
208,UK,Microaggression,2,3.0,1
208,UK,Violence,3,2.0,1
208,UK,SelfHarm,1,1.0,1
208,UK,Insult,3,3.0,3
208,UK,SexualContent,3,1.0,1
977,UK,Toxicity,1,2.0,1
977,UK,IdentityAttack,1,2.0,1
977,UK,Bias,1,1.0,1
977,UK,Microaggression,1,1.0,1
977,UK,Violence,1,1.0,1
977,UK,SelfHarm,1,1.0,1
977,UK,Insult,1,1.0,1
977,UK,SexualContent,1,1.0,1
536,UK,Toxicity,4,5.0,5
536,UK,IdentityAttack,1,3.0,3
536,UK,Bias,3,3.0,3
536,UK,Microaggression,3,3.0,1
536,UK,Violence,1,3.0,1
536,UK,SelfHarm,1,1.0,1
536,UK,Insult,2,3.0,3
536,UK,SexualContent,2,1.0,1
602,UK,Toxicity,3,5.0,3
602,UK,IdentityAttack,1,3.0,3
602,UK,Bias,2,3.0,3
602,UK,Microaggression,3,3.0,1
602,UK,Violence,1,1.0,1
602,UK,SelfHarm,1,1.0,1
602,UK,Insult,3,3.0,3
602,UK,SexualContent,2,1.0,1
818,UK,Toxicity,1,3.0,3
818,UK,IdentityAttack,1,3.0,1
818,UK,Bias,1,3.0,1
818,UK,Microaggression,1,3.0,1
818,UK,Violence,1,1.0,1
818,UK,SelfHarm,1,1.0,1
818,UK,Insult,1,3.0,3
818,UK,SexualContent,1,1.0,1
7,UK,Toxicity,3,5.0,5
7,UK,IdentityAttack,2,3.0,3
7,UK,Bias,1,3.0,3
7,UK,Microaggression,3,3.0,1
7,UK,Violence,1,1.0,1
7,UK,SelfHarm,1,1.0,1
7,UK,Insult,2,3.0,3
7,UK,SexualContent,2,1.0,1
789,UK,Toxicity,5,5.0,5
789,UK,IdentityAttack,3,3.0,3
789,UK,Bias,1,3.0,3
789,UK,Microaggression,3,3.0,1
789,UK,Violence,1,3.0,3
789,UK,SelfHarm,1,1.0,1
789,UK,Insult,3,3.0,3
789,UK,SexualContent,2,3.0,3
264,UK,Toxicity,5,5.0,3
264,UK,IdentityAttack,3,3.0,3
264,UK,Bias,3,3.0,3
264,UK,Microaggression,2,3.0,1
264,UK,Violence,1,1.0,1
264,UK,SelfHarm,1,1.0,1
264,UK,Insult,3,3.0,3
264,UK,SexualContent,1,1.0,1
75,UK,Toxicity,4,5.0,5
75,UK,IdentityAttack,2,3.0,3
75,UK,Bias,3,3.0,3
75,UK,Microaggression,2,3.0,1
75,UK,Violence,1,1.0,1
75,UK,SelfHarm,1,1.0,1
75,UK,Insult,3,3.0,3
75,UK,SexualContent,1,1.0,1
316,UK,Toxicity,4,5.0,3
316,UK,IdentityAttack,1,3.0,1
316,UK,Bias,1,3.0,1
316,UK,Microaggression,2,3.0,1
316,UK,Violence,3,3.0,1
316,UK,SelfHarm,1,1.0,1
316,UK,Insult,3,3.0,3
316,UK,SexualContent,1,1.0,1
97,UK,Toxicity,5,5.0,5
97,UK,IdentityAttack,2,3.0,3
97,UK,Bias,2,3.0,3
97,UK,Microaggression,3,1.0,1
97,UK,Violence,3,3.0,3
97,UK,SelfHarm,1,1.0,1
97,UK,Insult,3,3.0,3
97,UK,SexualContent,3,1.0,1
1004,UK,Toxicity,3,2.0,2
1004,UK,IdentityAttack,3,1.0,1
1004,UK,Bias,1,1.0,1
1004,UK,Microaggression,3,2.0,1
1004,UK,Violence,1,1.0,1
1004,UK,SelfHarm,1,1.0,1
1004,UK,Insult,3,2.0,2
1004,UK,SexualContent,1,1.0,1
775,UK,Toxicity,3,3.0,1
775,UK,IdentityAttack,1,2.0,1
775,UK,Bias,1,1.0,1
775,UK,Microaggression,1,1.0,1
775,UK,Violence,3,3.0,1
775,UK,SelfHarm,1,1.0,1
775,UK,Insult,1,1.0,1
775,UK,SexualContent,1,1.0,1
566,UK,Toxicity,2,5.0,5
566,UK,IdentityAttack,1,3.0,3
566,UK,Bias,2,3.0,3
566,UK,Microaggression,3,3.0,1
566,UK,Violence,1,3.0,3
566,UK,SelfHarm,1,1.0,1
566,UK,Insult,2,3.0,3
566,UK,SexualContent,1,1.0,1
1039,UK,Toxicity,5,2.0,2
1039,UK,IdentityAttack,3,1.0,1
1039,UK,Bias,3,1.0,1
1039,UK,Microaggression,1,1.0,1
1039,UK,Violence,1,1.0,1
1039,UK,SelfHarm,1,1.0,1
1039,UK,Insult,3,2.0,2
1039,UK,SexualContent,3,1.0,1
791,UK,Toxicity,5,5.0,3
791,UK,IdentityAttack,3,1.0,1
791,UK,Bias,1,1.0,1
791,UK,Microaggression,3,1.0,1
791,UK,Violence,3,1.0,1
791,UK,SelfHarm,1,1.0,1
791,UK,Insult,3,1.0,1
791,UK,SexualContent,3,3.0,3
878,UK,Toxicity,2,3.0,2
878,UK,IdentityAttack,2,1.0,1
878,UK,Bias,1,2.0,1
878,UK,Microaggression,2,2.0,1
878,UK,Violence,1,1.0,1
878,UK,SelfHarm,1,1.0,1
878,UK,Insult,2,2.0,1
878,UK,SexualContent,1,1.0,1
811,UK,Toxicity,1,3.0,1
811,UK,IdentityAttack,1,2.0,1
811,UK,Bias,1,2.0,1
811,UK,Microaggression,1,1.0,1
811,UK,Violence,1,1.0,1
811,UK,SelfHarm,1,1.0,1
811,UK,Insult,1,1.0,1
811,UK,SexualContent,1,1.0,1
149,UK,Toxicity,3,3.0,3
149,UK,IdentityAttack,2,2.0,1
149,UK,Bias,2,2.0,1
149,UK,Microaggression,3,3.0,1
149,UK,Violence,1,1.0,1
149,UK,SelfHarm,1,1.0,1
149,UK,Insult,2,3.0,3
149,UK,SexualContent,1,1.0,1
907,UK,Toxicity,1,1.0,1
907,UK,IdentityAttack,1,1.0,1
907,UK,Bias,1,1.0,1
907,UK,Microaggression,1,1.0,1
907,UK,Violence,1,1.0,1
907,UK,SelfHarm,1,1.0,1
907,UK,Insult,1,1.0,1
907,UK,SexualContent,1,1.0,1
656,UK,Toxicity,1,3.0,1
656,UK,IdentityAttack,1,2.0,1
656,UK,Bias,1,2.0,1
656,UK,Microaggression,1,2.0,1
656,UK,Violence,1,2.0,1
656,UK,SelfHarm,1,1.0,1
656,UK,Insult,1,2.0,1
656,UK,SexualContent,1,1.0,1
118,UK,Toxicity,3,5.0,5
118,UK,IdentityAttack,3,3.0,3
118,UK,Bias,3,3.0,3
118,UK,Microaggression,2,3.0,1
118,UK,Violence,1,3.0,1
118,UK,SelfHarm,1,1.0,1
118,UK,Insult,3,3.0,3
118,UK,SexualContent,3,1.0,1
753,UK,Toxicity,1,2.0,1
753,UK,IdentityAttack,1,1.0,1
753,UK,Bias,1,1.0,1
753,UK,Microaggression,1,1.0,1
753,UK,Violence,1,1.0,1
753,UK,SelfHarm,1,1.0,1
753,UK,Insult,1,1.0,1
753,UK,SexualContent,1,1.0,1
358,UK,Toxicity,3,3.0,3
358,UK,IdentityAttack,1,2.0,1
358,UK,Bias,1,2.0,1
358,UK,Microaggression,3,3.0,1
358,UK,Violence,2,1.0,1
358,UK,SelfHarm,1,1.0,1
358,UK,Insult,3,3.0,3
358,UK,SexualContent,1,1.0,1
737,UK,Toxicity,1,2.0,1
737,UK,IdentityAttack,1,1.0,1
737,UK,Bias,1,1.0,1
737,UK,Microaggression,1,1.0,1
737,UK,Violence,1,1.0,1
737,UK,SelfHarm,1,1.0,1
737,UK,Insult,1,1.0,1
737,UK,SexualContent,1,1.0,1
434,UK,Toxicity,3,,3
434,UK,IdentityAttack,1,,1
434,UK,Bias,1,,1
434,UK,Microaggression,3,,1
434,UK,Violence,1,,1
434,UK,SelfHarm,1,,1
434,UK,Insult,3,,3
434,UK,SexualContent,2,,1
780,UK,Toxicity,2,,3
780,UK,IdentityAttack,1,,1
780,UK,Bias,1,,1
780,UK,Microaggression,1,,1
780,UK,Violence,2,,1
780,UK,SelfHarm,1,,1
780,UK,Insult,1,,3
780,UK,SexualContent,1,,1
106,UK,Toxicity,3,5.0,5
106,UK,IdentityAttack,2,3.0,3
106,UK,Bias,3,3.0,3
106,UK,Microaggression,3,1.0,1
106,UK,Violence,3,3.0,3
106,UK,SelfHarm,1,1.0,1
106,UK,Insult,3,3.0,3
106,UK,SexualContent,1,1.0,1
986,UK,Toxicity,4,5.0,5
986,UK,IdentityAttack,3,3.0,1
986,UK,Bias,1,3.0,1
986,UK,Microaggression,3,3.0,1
986,UK,Violence,1,3.0,1
986,UK,SelfHarm,1,1.0,1
986,UK,Insult,3,3.0,1
986,UK,SexualContent,3,3.0,3
516,UK,Toxicity,2,3.0,3
516,UK,IdentityAttack,1,3.0,1
516,UK,Bias,1,3.0,1
516,UK,Microaggression,1,3.0,1
516,UK,Violence,1,1.0,1
516,UK,SelfHarm,1,1.0,1
516,UK,Insult,1,1.0,1
516,UK,SexualContent,2,2.0,3
618,UK,Toxicity,1,2.0,1
618,UK,IdentityAttack,1,2.0,1
618,UK,Bias,1,1.0,1
618,UK,Microaggression,1,1.0,1
618,UK,Violence,1,1.0,1
618,UK,SelfHarm,1,1.0,1
618,UK,Insult,1,1.0,1
618,UK,SexualContent,1,1.0,1
600,UK,Toxicity,4,3.0,3
600,UK,IdentityAttack,1,3.0,1
600,UK,Bias,1,3.0,1
600,UK,Microaggression,3,3.0,1
600,UK,Violence,1,1.0,1
600,UK,SelfHarm,1,1.0,1
600,UK,Insult,3,3.0,3
600,UK,SexualContent,1,1.0,1
896,UK,Toxicity,1,1.0,1
896,UK,IdentityAttack,1,1.0,1
896,UK,Bias,1,1.0,1
896,UK,Microaggression,1,1.0,1
896,UK,Violence,1,1.0,1
896,UK,SelfHarm,1,1.0,1
896,UK,Insult,1,1.0,1
896,UK,SexualContent,1,1.0,1
311,UK,Toxicity,2,5.0,3
311,UK,IdentityAttack,2,3.0,3
311,UK,Bias,2,3.0,3
311,UK,Microaggression,2,3.0,1
311,UK,Violence,3,1.0,1
311,UK,SelfHarm,1,1.0,1
311,UK,Insult,3,3.0,3
311,UK,SexualContent,1,1.0,1
380,UK,Toxicity,3,2.0,1
380,UK,IdentityAttack,1,2.0,1
380,UK,Bias,1,2.0,1
380,UK,Microaggression,1,2.0,1
380,UK,Violence,1,1.0,1
380,UK,SelfHarm,1,1.0,1
380,UK,Insult,1,2.0,1
380,UK,SexualContent,1,1.0,1
833,UK,Toxicity,2,3.0,3
833,UK,IdentityAttack,2,2.0,1
