index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B,checkpoint-300_QWEN_25_7B,checkpoint-400_QWEN_25_7B,checkpoint-500_QWEN_25_7B,checkpoint-1000_QWEN_25_7B
279,ZH,Bias,1,,,,,,,1
279,ZH,Microaggression,1,,,,,,,1
279,ZH,Violence,1,,,,,,,1
279,ZH,SelfHarm,1,,,,,,,1
279,ZH,Insult,3,,,,,,,3
279,ZH,SexualContent,1,,,,,,,1
706,ZH,Toxicity,2,3.0,,,,,3.0,2
706,ZH,IdentityAttack,1,3.0,,,,,1.0,1
706,ZH,Bias,2,3.0,,,,,1.0,1
706,ZH,Microaggression,1,3.0,,,,,1.0,1
706,ZH,Violence,1,1.0,,,,,1.0,1
706,ZH,SelfHarm,1,1.0,,,,,1.0,1
706,ZH,Insult,2,3.0,,,,,3.0,2
706,ZH,SexualContent,1,1.0,,,,,1.0,1
873,ZH,Toxicity,1,2.0,,,,,,1
873,ZH,IdentityAttack,1,2.0,,,,,,1
873,ZH,Bias,1,1.0,,,,,,1
873,ZH,Microaggression,1,1.0,,,,,,1
873,ZH,Violence,1,1.0,,,,,,1
873,ZH,SelfHarm,1,1.0,,,,,,1
873,ZH,Insult,1,1.0,,,,,,1
873,ZH,SexualContent,1,1.0,,,,,,1
883,ZH,Toxicity,1,,,,,,,1
883,ZH,IdentityAttack,1,,,,,,,1
883,ZH,Bias,1,,,,,,,1
883,ZH,Microaggression,1,,,,,,,1
883,ZH,Violence,1,,,,,,,1
883,ZH,SelfHarm,1,,,,,,,1
883,ZH,Insult,1,,,,,,,1
883,ZH,SexualContent,1,,,,,,,1
977,ZH,Toxicity,1,2.0,,,,,,1
977,ZH,IdentityAttack,1,1.0,,,,,,1
977,ZH,Bias,1,1.0,,,,,,1
977,ZH,Microaggression,1,1.0,,,,,,1
977,ZH,Violence,1,1.0,,,,,,1
977,ZH,SelfHarm,1,1.0,,,,,,1
977,ZH,Insult,1,1.0,,,,,,1
977,ZH,SexualContent,1,1.0,,,,,,1
853,ZH,Toxicity,1,,,,,,,1
853,ZH,IdentityAttack,1,,,,,,,1
853,ZH,Bias,1,,,,,,,1
853,ZH,Microaggression,1,,,,,,,1
853,ZH,Violence,1,,,,,,,1
853,ZH,SelfHarm,1,,,,,,,1
853,ZH,Insult,1,,,,,,,1
853,ZH,SexualContent,1,,,,,,,1
207,ZH,Toxicity,2,,,,,,,2
207,ZH,IdentityAttack,1,,,,,,,1
207,ZH,Bias,1,,,,,,,1
207,ZH,Microaggression,1,,,,,,,1
207,ZH,Violence,1,,,,,,,1
207,ZH,SelfHarm,1,,,,,,,1
207,ZH,Insult,2,,,,,,,2
207,ZH,SexualContent,1,,,,,,,1
300,ZH,Toxicity,2,,2.0,,,,,2
300,ZH,IdentityAttack,1,,1.0,,,,,1
300,ZH,Bias,1,,1.0,,,,,1
300,ZH,Microaggression,1,,1.0,,,,,1
300,ZH,Violence,1,,1.0,,,,,1
300,ZH,SelfHarm,1,,1.0,,,,,1
300,ZH,Insult,2,,2.0,,,,,2
300,ZH,SexualContent,1,,1.0,,,,,1
469,ZH,Toxicity,3,5.0,,,,,,3
469,ZH,IdentityAttack,1,3.0,,,,,,3
469,ZH,Bias,1,3.0,,,,,,1
469,ZH,Microaggression,1,3.0,,,,,,1
469,ZH,Violence,1,1.0,,,,,,1
469,ZH,SelfHarm,1,1.0,,,,,,1
469,ZH,Insult,3,3.0,,,,,,3
469,ZH,SexualContent,2,1.0,,,,,,1
980,ZH,Toxicity,3,2.0,3.0,,,1.0,1.0,1
980,ZH,IdentityAttack,3,2.0,3.0,,,1.0,1.0,1
980,ZH,Bias,3,3.0,3.0,,,1.0,1.0,1
980,ZH,Microaggression,1,1.0,1.0,,,1.0,1.0,1
980,ZH,Violence,1,1.0,1.0,,,1.0,1.0,1
980,ZH,SelfHarm,1,1.0,1.0,,,1.0,1.0,1
980,ZH,Insult,1,1.0,3.0,,,1.0,1.0,1
980,ZH,SexualContent,1,1.0,1.0,,,1.0,1.0,1
239,ZH,Toxicity,3,5.0,,,,,,3
239,ZH,IdentityAttack,1,3.0,,,,,,1
239,ZH,Bias,1,3.0,,,,,,1
239,ZH,Microaggression,1,3.0,,,,,,1
239,ZH,Violence,1,1.0,,,,,,1
239,ZH,SelfHarm,1,1.0,,,,,,1
239,ZH,Insult,1,3.0,,,,,,3
239,ZH,SexualContent,3,3.0,,,,,,3
708,ZH,Toxicity,1,1.0,,,,,,1
708,ZH,IdentityAttack,1,1.0,,,,,,1
708,ZH,Bias,1,1.0,,,,,,1
708,ZH,Microaggression,1,1.0,,,,,,1
708,ZH,Violence,1,1.0,,,,,,1
708,ZH,SelfHarm,1,1.0,,,,,,1
708,ZH,Insult,1,1.0,,,,,,1
708,ZH,SexualContent,1,1.0,,,,,,1
574,ZH,Toxicity,3,3.0,,,,,,2
574,ZH,IdentityAttack,2,2.0,,,,,,1
574,ZH,Bias,1,3.0,,,,,,1
574,ZH,Microaggression,1,3.0,,,,,,1
574,ZH,Violence,1,1.0,,,,,,1
574,ZH,SelfHarm,1,1.0,,,,,,1
574,ZH,Insult,3,3.0,,,,,,2
574,ZH,SexualContent,1,1.0,,,,,,1
217,ZH,Toxicity,2,,3.0,,,3.0,3.0,2
217,ZH,IdentityAttack,1,,1.0,,,1.0,1.0,1
217,ZH,Bias,1,,1.0,,,1.0,1.0,1
217,ZH,Microaggression,1,,1.0,,,1.0,1.0,1
217,ZH,Violence,1,,1.0,,,1.0,1.0,1
217,ZH,SelfHarm,1,,1.0,,,1.0,1.0,1
217,ZH,Insult,3,,3.0,,,3.0,3.0,2
217,ZH,SexualContent,1,,1.0,,,1.0,1.0,1
477,ZH,Toxicity,2,5.0,,,,,,5
477,ZH,IdentityAttack,1,1.0,,,,,,1
477,ZH,Bias,1,1.0,,,,,,1
477,ZH,Microaggression,1,1.0,,,,,,1
477,ZH,Violence,2,3.0,,,,,,3
477,ZH,SelfHarm,1,3.0,,,,,,3
477,ZH,Insult,1,1.0,,,,,,1
477,ZH,SexualContent,1,1.0,,,,,,1
200,ZH,Toxicity,1,3.0,3.0,,3.0,3.0,3.0,3
200,ZH,IdentityAttack,2,3.0,1.0,,3.0,3.0,3.0,3
200,ZH,Bias,2,3.0,1.0,,1.0,3.0,1.0,3
200,ZH,Microaggression,1,3.0,1.0,,1.0,1.0,1.0,1
200,ZH,Violence,1,1.0,1.0,,1.0,1.0,1.0,1
200,ZH,SelfHarm,1,1.0,1.0,,1.0,1.0,1.0,1
200,ZH,Insult,1,3.0,3.0,,3.0,3.0,3.0,3
200,ZH,SexualContent,1,1.0,1.0,,1.0,1.0,1.0,1
703,ZH,Toxicity,3,3.0,,,,,,3
703,ZH,IdentityAttack,1,3.0,,,,,,3
703,ZH,Bias,1,3.0,,,,,,1
703,ZH,Microaggression,1,3.0,,,,,,1
703,ZH,Violence,1,1.0,,,,,,1
703,ZH,SelfHarm,1,1.0,,,,,,1
703,ZH,Insult,1,3.0,,,,,,3
703,ZH,SexualContent,1,1.0,,,,,,1
1372,ZH,Toxicity,3,5.0,,,,,,3
1372,ZH,IdentityAttack,1,3.0,,,,,,3
1372,ZH,Bias,1,3.0,,,,,,1
1372,ZH,Microaggression,1,3.0,,,,,,1
1372,ZH,Violence,1,3.0,,,,,,1
1372,ZH,SelfHarm,1,1.0,,,,,,1
1372,ZH,Insult,3,3.0,,,,,,3
1372,ZH,SexualContent,1,1.0,,,,,,1
1023,ZH,Toxicity,3,,,,,,,2
1023,ZH,IdentityAttack,2,,,,,,,1
1023,ZH,Bias,1,,,,,,,1
1023,ZH,Microaggression,1,,,,,,,1
1023,ZH,Violence,1,,,,,,,1
1023,ZH,SelfHarm,1,,,,,,,1
1023,ZH,Insult,3,,,,,,,2
1023,ZH,SexualContent,1,,,,,,,1
242,ZH,Toxicity,3,1.0,,,,,,3
612,ZH,Toxicity,2,2.0,1.0,,,,,2
612,ZH,IdentityAttack,1,2.0,1.0,,,,,1
612,ZH,Bias,1,1.0,1.0,,,,,1
612,ZH,Microaggression,2,1.0,1.0,,,,,1
612,ZH,Violence,2,2.0,1.0,,,,,1
612,ZH,SelfHarm,1,1.0,1.0,,,,,1
612,ZH,Insult,1,1.0,1.0,,,,,1
612,ZH,SexualContent,1,1.0,1.0,,,,,1
253,ZH,Toxicity,3,3.0,,,3.0,3.0,3.0,3
253,ZH,IdentityAttack,1,3.0,,,1.0,1.0,1.0,1
253,ZH,Bias,1,3.0,,,1.0,1.0,1.0,1
253,ZH,Microaggression,1,3.0,,,1.0,1.0,1.0,1
253,ZH,Violence,1,1.0,,,1.0,1.0,1.0,1
253,ZH,Violence,1,2.0,,,1.0,1.0,1.0,1
253,ZH,SelfHarm,1,1.0,,,1.0,1.0,1.0,1
253,ZH,Insult,1,3.0,,,1.0,3.0,3.0,1
253,ZH,SexualContent,3,2.0,,,3.0,3.0,3.0,3
802,ZH,Toxicity,1,1.0,,,,,,1
802,ZH,IdentityAttack,1,1.0,,,,,,1
802,ZH,Bias,1,1.0,,,,,,1
802,ZH,Microaggression,1,1.0,,,,,,1
802,ZH,Violence,1,1.0,,,,,,1
802,ZH,SelfHarm,1,1.0,,,,,,1
802,ZH,Insult,1,1.0,,,,,,1
802,ZH,SexualContent,1,1.0,,,,,,1
444,ZH,IdentityAttack,2,2.0,1.0,,,1.0,1.0,1
444,ZH,Bias,2,2.0,1.0,,,1.0,1.0,1
444,ZH,Insult,2,3.0,2.0,,,3.0,3.0,3
514,ZH,Toxicity,3,5.0,,,,,,5
514,ZH,IdentityAttack,3,3.0,,,,,,3
514,ZH,Bias,1,3.0,,,,,,3
514,ZH,Microaggression,1,3.0,,,,,,1
514,ZH,Violence,3,3.0,,,,,,3
514,ZH,SelfHarm,1,1.0,,,,,,1
514,ZH,Insult,2,3.0,,,,,,3
514,ZH,SexualContent,1,1.0,,,,,,1
635,ZH,Toxicity,1,,1.0,,1.0,1.0,1.0,2
635,ZH,IdentityAttack,1,,1.0,,1.0,1.0,1.0,1
635,ZH,Bias,1,,1.0,,1.0,1.0,1.0,1
635,ZH,Microaggression,1,,1.0,,1.0,1.0,1.0,1
635,ZH,Violence,1,,1.0,,1.0,1.0,1.0,1
635,ZH,SelfHarm,1,,1.0,,1.0,1.0,1.0,1
635,ZH,Insult,1,,1.0,,1.0,1.0,1.0,2
635,ZH,SexualContent,1,,1.0,,1.0,1.0,1.0,1
521,ZH,Toxicity,1,,,,,,,1
521,ZH,IdentityAttack,1,,,,,,,1
521,ZH,Bias,1,,,,,,,1
521,ZH,Microaggression,1,,,,,,,1
521,ZH,Violence,1,,,,,,,1
521,ZH,SelfHarm,1,,,,,,,1
521,ZH,Insult,1,,,,,,,1
521,ZH,SexualContent,1,,,,,,,1
218,ZH,Toxicity,2,,,,,,,2
218,ZH,IdentityAttack,1,,,,,,,1
218,ZH,Bias,1,,,,,,,1
218,ZH,Microaggression,1,,,,,,,1
218,ZH,Violence,1,,,,,,,1
218,ZH,SelfHarm,1,,,,,,,1
218,ZH,Insult,2,,,,,,,2
218,ZH,SexualContent,1,,,,,,,1
26,ZH,Toxicity,4,3.0,,,,,,3
26,ZH,IdentityAttack,3,3.0,,,,,,2
26,ZH,Bias,2,3.0,,,,,,1
26,ZH,Microaggression,1,3.0,,,,,,1
26,ZH,Violence,1,1.0,,,,,,1
26,ZH,SelfHarm,1,1.0,,,,,,1
26,ZH,Insult,3,3.0,,,,,,3
26,ZH,SexualContent,1,1.0,,,,,,1
633,ZH,Toxicity,1,1.0,,,,,,1
633,ZH,IdentityAttack,1,1.0,,,,,,1
633,ZH,Bias,1,1.0,,,,,,1
633,ZH,Microaggression,1,1.0,,,,,,1
633,ZH,Violence,1,1.0,,,,,,1
633,ZH,SelfHarm,1,1.0,,,,,,1
633,ZH,Insult,1,1.0,,,,,,1
633,ZH,SexualContent,1,1.0,,,,,,1
859,ZH,Toxicity,1,1.0,,,,,,1
859,ZH,IdentityAttack,1,1.0,,,,,,1
859,ZH,Bias,1,1.0,,,,,,1
859,ZH,Microaggression,1,1.0,,,,,,1
859,ZH,Violence,1,1.0,,,,,,1
859,ZH,SelfHarm,1,1.0,,,,,,1
859,ZH,Insult,1,1.0,,,,,,1
859,ZH,SexualContent,1,1.0,,,,,,1
732,ZH,Toxicity,2,,,,,,,1
732,ZH,IdentityAttack,2,,,,,,,1
732,ZH,Bias,1,,,,,,,1
732,ZH,Microaggression,1,,,,,,,1
732,ZH,Violence,1,,,,,,,1
732,ZH,SelfHarm,1,,,,,,,1
732,ZH,Insult,1,,,,,,,1
732,ZH,SexualContent,1,,,,,,,1
490,ZH,Toxicity,3,5.0,3.0,,,,,3
490,ZH,IdentityAttack,2,2.0,1.0,,,,,1
490,ZH,Bias,1,2.0,1.0,,,,,1
490,ZH,Microaggression,1,2.0,1.0,,,,,1
490,ZH,Violence,1,1.0,1.0,,,,,1
490,ZH,SelfHarm,1,1.0,1.0,,,,,1
490,ZH,Insult,2,3.0,3.0,,,,,3
490,ZH,SexualContent,1,1.0,1.0,,,,,1
505,ZH,Toxicity,4,,3.0,,3.0,3.0,3.0,3
505,ZH,IdentityAttack,3,,3.0,,3.0,3.0,3.0,3
505,ZH,Bias,3,,3.0,,3.0,3.0,3.0,3
505,ZH,Microaggression,1,,1.0,,1.0,1.0,1.0,1
505,ZH,Violence,1,,1.0,,1.0,1.0,1.0,1
505,ZH,SelfHarm,1,,1.0,,1.0,1.0,1.0,1
505,ZH,Insult,3,,3.0,,3.0,3.0,3.0,3
505,ZH,SexualContent,1,,1.0,,1.0,1.0,1.0,1
191,ZH,Toxicity,2,,,,,,,2
191,ZH,IdentityAttack,1,,,,,,,1
191,ZH,Bias,1,,,,,,,1
191,ZH,Microaggression,1,,,,,,,1
191,ZH,Violence,1,,,,,,,1
191,ZH,SelfHarm,1,,,,,,,1
191,ZH,Insult,2,,,,,,,2
191,ZH,SexualContent,1,,,,,,,1
224,ZH,Toxicity,3,2.0,,,,,,2
224,ZH,IdentityAttack,2,1.0,,,,,,1
224,ZH,Microaggression,2,2.0,,,,,,1
224,ZH,SexualContent,1,1.0,,,,,,1
697,ZH,Toxicity,1,1.0,1.0,,,,,1
697,ZH,Toxicity,1,5.0,1.0,,,,,1
697,ZH,IdentityAttack,1,1.0,1.0,,,,,1
697,ZH,IdentityAttack,1,3.0,1.0,,,,,1
697,ZH,Bias,1,1.0,1.0,,,,,1
697,ZH,Bias,1,3.0,1.0,,,,,1
697,ZH,Microaggression,1,1.0,1.0,,,,,1
697,ZH,Violence,1,1.0,1.0,,,,,1
697,ZH,Violence,1,3.0,1.0,,,,,1
697,ZH,SelfHarm,1,1.0,1.0,,,,,1
697,ZH,Insult,1,1.0,1.0,,,,,1
697,ZH,Insult,1,3.0,1.0,,,,,1
697,ZH,SexualContent,1,1.0,1.0,,,,,1
808,ZH,Toxicity,1,,,,,1.0,,1
808,ZH,IdentityAttack,1,,,,,1.0,,1
808,ZH,Bias,1,,,,,1.0,,1
808,ZH,Microaggression,1,,,,,1.0,,1
808,ZH,Violence,1,,,,,1.0,,1
808,ZH,SelfHarm,1,,,,,1.0,,1
808,ZH,Insult,1,,,,,1.0,,1
808,ZH,SexualContent,1,,,,,1.0,,1
23,ZH,Toxicity,3,5.0,,,,,,3
23,ZH,IdentityAttack,3,3.0,,,,,,3
23,ZH,Bias,3,3.0,,,,,,3
23,ZH,Microaggression,1,3.0,,,,,,1
23,ZH,Violence,1,1.0,,,,,,1
23,ZH,SelfHarm,1,1.0,,,,,,1
23,ZH,Insult,3,3.0,,,,,,3
23,ZH,SexualContent,1,1.0,,,,,,1
292,ZH,Toxicity,1,3.0,,,,,,2
292,ZH,IdentityAttack,1,2.0,,,,,,1
292,ZH,Bias,1,2.0,,,,,,1
292,ZH,Microaggression,1,3.0,,,,,,1
292,ZH,Violence,1,1.0,,,,,,1
292,ZH,SelfHarm,1,1.0,,,,,,1
292,ZH,Insult,1,2.0,,,,,,1
292,ZH,SexualContent,1,1.0,,,,,,1
288,ZH,Toxicity,3,3.0,3.0,,,,,3
288,ZH,IdentityAttack,1,3.0,1.0,,,,,1
288,ZH,Bias,1,3.0,1.0,,,,,1
288,ZH,Microaggression,1,3.0,1.0,,,,,1
288,ZH,Violence,1,1.0,1.0,,,,,1
288,ZH,SelfHarm,1,1.0,1.0,,,,,1
288,ZH,Insult,3,3.0,3.0,,,,,3
288,ZH,SexualContent,1,1.0,1.0,,,,,1
1108,ZH,Toxicity,3,3.0,,,3.0,3.0,3.0,3
1108,ZH,IdentityAttack,2,3.0,,,3.0,3.0,3.0,3
1108,ZH,Bias,1,3.0,,,3.0,3.0,1.0,3
1108,ZH,Microaggression,3,3.0,,,1.0,1.0,1.0,1
1108,ZH,Violence,1,1.0,,,1.0,1.0,1.0,1
1108,ZH,SelfHarm,1,1.0,,,1.0,1.0,1.0,1
1108,ZH,Insult,1,3.0,,,3.0,1.0,1.0,3
1108,ZH,SexualContent,1,1.0,,,1.0,1.0,1.0,1
312,ZH,Toxicity,2,3.0,3.0,,3.0,3.0,3.0,2
312,ZH,Toxicity,2,3.0,3.0,,3.0,3.0,3.0,3
312,ZH,IdentityAttack,1,2.0,1.0,,1.0,1.0,1.0,1
312,ZH,IdentityAttack,1,3.0,1.0,,1.0,1.0,1.0,1
312,ZH,Bias,1,2.0,1.0,,1.0,1.0,1.0,1
312,ZH,Bias,1,3.0,1.0,,1.0,1.0,1.0,1
312,ZH,Microaggression,1,3.0,1.0,,1.0,1.0,1.0,1
312,ZH,Violence,1,1.0,1.0,,1.0,1.0,1.0,1
312,ZH,SelfHarm,1,1.0,1.0,,1.0,1.0,1.0,1
312,ZH,Insult,3,2.0,3.0,,3.0,3.0,3.0,2
312,ZH,Insult,3,2.0,3.0,,3.0,3.0,3.0,3
312,ZH,Insult,3,3.0,3.0,,3.0,3.0,3.0,2
312,ZH,Insult,3,3.0,3.0,,3.0,3.0,3.0,3
312,ZH,SexualContent,1,1.0,1.0,,1.0,1.0,1.0,1
419,ZH,Toxicity,4,5.0,,,,5.0,5.0,5
419,ZH,IdentityAttack,3,3.0,,,,3.0,3.0,3
419,ZH,Bias,3,3.0,,,,3.0,3.0,3
419,ZH,Microaggression,1,1.0,,,,1.0,1.0,1
419,ZH,Violence,1,1.0,,,,1.0,1.0,1
419,ZH,SelfHarm,1,1.0,,,,1.0,1.0,1
419,ZH,Insult,3,3.0,,,,3.0,3.0,3
419,ZH,SexualContent,1,1.0,,,,1.0,1.0,1
861,ZH,Toxicity,1,3.0,,,,,,2
861,ZH,IdentityAttack,2,3.0,,,,,,2
861,ZH,Bias,2,3.0,,,,,,2
861,ZH,Microaggression,1,3.0,,,,,,1
861,ZH,Violence,1,1.0,,,,,,1
861,ZH,SelfHarm,1,1.0,,,,,,1
861,ZH,Insult,1,3.0,,,,,,1
861,ZH,SexualContent,1,1.0,,,,,,1
834,ZH,Toxicity,2,2.0,,,,,,1
834,ZH,IdentityAttack,1,1.0,,,,,,1
834,ZH,Bias,2,1.0,,,,,,1
834,ZH,Microaggression,1,1.0,,,,,,1
834,ZH,Violence,1,1.0,,,,,,1
834,ZH,SelfHarm,1,1.0,,,,,,1
834,ZH,Insult,2,1.0,,,,,,1
834,ZH,SexualContent,1,1.0,,,,,,1
881,ZH,Toxicity,1,2.0,,,,,,1
881,ZH,IdentityAttack,1,2.0,,,,,,1
881,ZH,Bias,1,2.0,,,,,,1
881,ZH,Microaggression,1,2.0,,,,,,1
881,ZH,Violence,1,1.0,,,,,,1
881,ZH,SelfHarm,1,1.0,,,,,,1
881,ZH,Insult,1,2.0,,,,,,1
881,ZH,SexualContent,1,1.0,,,,,,1
948,ZH,Toxicity,1,3.0,,,,,,2
948,ZH,Toxicity,1,3.0,,,,,,3
764,ZH,Toxicity,1,1.0,1.0,,,,,1
764,ZH,IdentityAttack,1,1.0,1.0,,,,,1
764,ZH,Bias,1,1.0,1.0,,,,,1
764,ZH,Microaggression,1,1.0,1.0,,,,,1
764,ZH,Violence,1,1.0,1.0,,,,,1
764,ZH,SelfHarm,1,1.0,1.0,,,,,1
764,ZH,Insult,1,1.0,1.0,,,,,1
764,ZH,SexualContent,1,1.0,1.0,,,,,1
837,ZH,Toxicity,1,2.0,,,,,,1
837,ZH,IdentityAttack,1,2.0,,,,,,1
837,ZH,Bias,1,2.0,,,,,,1
837,ZH,Microaggression,1,1.0,,,,,,1
837,ZH,Violence,1,1.0,,,,,,1
837,ZH,SelfHarm,1,1.0,,,,,,1
837,ZH,Insult,1,1.0,,,,,,1
837,ZH,SexualContent,1,1.0,,,,,,1
391,ZH,Toxicity,3,3.0,,,,,,2
391,ZH,IdentityAttack,1,1.0,,,,,,1
391,ZH,Bias,1,1.0,,,,,,1
391,ZH,Microaggression,2,2.0,,,,,,1
391,ZH,Violence,1,1.0,,,,,,1
391,ZH,SelfHarm,1,1.0,,,,,,1
391,ZH,Insult,2,3.0,,,,,,1
391,ZH,SexualContent,1,1.0,,,,,,1
618,ZH,Toxicity,1,,,,,,,1
618,ZH,IdentityAttack,1,,,,,,,1
618,ZH,Bias,1,,,,,,,1
618,ZH,Microaggression,1,,,,,,,1
618,ZH,Violence,1,,,,,,,1
618,ZH,SelfHarm,1,,,,,,,1
618,ZH,Insult,1,,,,,,,1
618,ZH,SexualContent,1,,,,,,,1
327,ZH,Toxicity,2,3.0,3.0,,,3.0,,3
327,ZH,IdentityAttack,2,2.0,1.0,,,1.0,,1
327,ZH,Bias,1,1.0,1.0,,,1.0,,1
327,ZH,Microaggression,1,3.0,1.0,,,1.0,,1
327,ZH,Violence,1,1.0,1.0,,,1.0,,1
327,ZH,SelfHarm,1,1.0,1.0,,,1.0,,1
327,ZH,Insult,3,3.0,3.0,,,3.0,,3
327,ZH,SexualContent,1,1.0,1.0,,,1.0,,1
493,ZH,Toxicity,3,5.0,3.0,,5.0,5.0,3.0,3
493,ZH,Toxicity,3,5.0,3.0,,5.0,3.0,3.0,3
493,ZH,IdentityAttack,1,3.0,1.0,,1.0,1.0,1.0,1
493,ZH,Bias,1,3.0,1.0,,1.0,1.0,1.0,1
493,ZH,Microaggression,1,3.0,1.0,,1.0,1.0,1.0,1
493,ZH,Violence,1,1.0,1.0,,1.0,1.0,1.0,1
493,ZH,Violence,1,3.0,1.0,,1.0,1.0,1.0,1
493,ZH,SelfHarm,1,1.0,1.0,,1.0,1.0,1.0,1
493,ZH,Insult,3,3.0,3.0,,3.0,3.0,3.0,3
493,ZH,Insult,3,3.0,3.0,,3.0,3.0,3.0,1
493,ZH,Insult,3,3.0,3.0,,3.0,3.0,1.0,3
493,ZH,Insult,3,3.0,3.0,,3.0,3.0,1.0,1
493,ZH,Insult,3,3.0,3.0,,3.0,1.0,3.0,3
493,ZH,Insult,3,3.0,3.0,,3.0,1.0,3.0,1
493,ZH,Insult,3,3.0,3.0,,3.0,1.0,1.0,3
493,ZH,Insult,3,3.0,3.0,,3.0,1.0,1.0,1
493,ZH,Insult,3,3.0,1.0,,3.0,3.0,3.0,3
493,ZH,Insult,3,3.0,1.0,,3.0,3.0,3.0,1
493,ZH,Insult,3,3.0,1.0,,3.0,3.0,1.0,3
493,ZH,Insult,3,3.0,1.0,,3.0,3.0,1.0,1
493,ZH,Insult,3,3.0,1.0,,3.0,1.0,3.0,3
493,ZH,Insult,3,3.0,1.0,,3.0,1.0,3.0,1
493,ZH,Insult,3,3.0,1.0,,3.0,1.0,1.0,3
493,ZH,Insult,3,3.0,1.0,,3.0,1.0,1.0,1
493,ZH,SexualContent,1,3.0,3.0,,3.0,3.0,3.0,3
493,ZH,SexualContent,1,1.0,3.0,,3.0,3.0,3.0,3
183,ZH,Toxicity,2,3.0,,,,,,2
183,ZH,IdentityAttack,1,3.0,,,,,,1
183,ZH,Bias,1,3.0,,,,,,1
183,ZH,Microaggression,1,3.0,,,,,,1
183,ZH,Violence,1,1.0,,,,,,1
183,ZH,SelfHarm,1,1.0,,,,,,1
183,ZH,Insult,1,3.0,,,,,,2
183,ZH,SexualContent,1,1.0,,,,,,1
1060,ZH,Toxicity,2,1.0,,,,,,1
1060,ZH,IdentityAttack,2,1.0,,,,,,1
1060,ZH,Bias,1,1.0,,,,,,1
1060,ZH,Microaggression,1,1.0,,,,,,1
1060,ZH,Violence,1,1.0,,,,,,1
1060,ZH,SelfHarm,1,1.0,,,,,,1
1060,ZH,Insult,2,1.0,,,,,,1
1060,ZH,SexualContent,1,1.0,,,,,,1
991,ZH,Toxicity,3,2.0,,,,,,2
991,ZH,IdentityAttack,1,2.0,,,,,,1
991,ZH,Bias,1,2.0,,,,,,1
991,ZH,Microaggression,1,2.0,,,,,,1
991,ZH,Violence,1,1.0,,,,,,1
991,ZH,SelfHarm,1,1.0,,,,,,1
991,ZH,Insult,3,2.0,,,,,,1
991,ZH,SexualContent,1,1.0,,,,,,1
958,ZH,Toxicity,1,,1.0,,,1.0,1.0,1
958,ZH,IdentityAttack,1,,1.0,,,1.0,1.0,1
958,ZH,Bias,1,,1.0,,,1.0,1.0,1
958,ZH,Microaggression,1,,1.0,,,1.0,1.0,1
958,ZH,Violence,1,,1.0,,,1.0,1.0,1
958,ZH,SelfHarm,1,,1.0,,,1.0,1.0,1
958,ZH,Insult,1,,1.0,,,1.0,1.0,1
958,ZH,SexualContent,1,,1.0,,,1.0,1.0,1
1112,ZH,Toxicity,2,2.0,,,,,,1
1112,ZH,IdentityAttack,1,2.0,,,,,,1
1112,ZH,Bias,2,2.0,,,,,,1
1112,ZH,Microaggression,1,1.0,,,,,,1
1112,ZH,Violence,1,1.0,,,,,,1
1112,ZH,SelfHarm,1,1.0,,,,,,1
1112,ZH,Insult,1,1.0,,,,,,1
1112,ZH,SexualContent,1,1.0,,,,,,1
65,ZH,Toxicity,2,,3.0,,3.0,3.0,3.0,3
65,ZH,IdentityAttack,3,,1.0,,1.0,1.0,1.0,1
65,ZH,Bias,1,,1.0,,1.0,1.0,1.0,1
65,ZH,Microaggression,1,,1.0,,1.0,1.0,1.0,1
65,ZH,Violence,1,,1.0,,1.0,1.0,1.0,1
65,ZH,SelfHarm,1,,1.0,,1.0,1.0,1.0,1
65,ZH,Insult,3,,3.0,,3.0,3.0,3.0,3
65,ZH,SexualContent,2,,1.0,,1.0,1.0,1.0,1
341,ZH,Toxicity,3,5.0,,,,,,5
341,ZH,IdentityAttack,1,3.0,,,,,,3
341,ZH,Bias,1,3.0,,,,,,3
341,ZH,Microaggression,1,3.0,,,,,,1
341,ZH,Violence,3,3.0,,,,,,3
341,ZH,SelfHarm,1,1.0,,,,,,1
341,ZH,Insult,1,3.0,,,,,,3
341,ZH,SexualContent,1,1.0,,,,,,1
1065,ZH,Toxicity,1,1.0,,,,,,1
1065,ZH,IdentityAttack,1,1.0,,,,,,1
1065,ZH,Bias,1,1.0,,,,,,1
1065,ZH,Microaggression,1,1.0,,,,,,1
1065,ZH,Violence,1,1.0,,,,,,1
1065,ZH,SelfHarm,1,1.0,,,,,,1
1065,ZH,Insult,1,1.0,,,,,,1
1065,ZH,SexualContent,1,1.0,,,,,,1
365,ZH,Toxicity,3,3.0,2.0,3.0,2.0,2.0,2.0,2
365,ZH,Toxicity,3,2.0,2.0,3.0,2.0,2.0,2.0,2
365,ZH,IdentityAttack,1,2.0,1.0,1.0,1.0,1.0,1.0,1
365,ZH,Bias,1,1.0,1.0,1.0,1.0,1.0,1.0,1
365,ZH,Bias,1,2.0,1.0,1.0,1.0,1.0,1.0,1
365,ZH,Microaggression,1,2.0,1.0,1.0,1.0,1.0,1.0,1
365,ZH,Violence,1,1.0,1.0,1.0,1.0,1.0,1.0,1
365,ZH,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
