index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B
412,RO,Violence,1,2.0,1.0,1
412,RO,SelfHarm,1,1.0,1.0,1
412,RO,Insult,1,2.0,3.0,3
412,RO,SexualContent,3,1.0,1.0,1
382,RO,Toxicity,3,3.0,3.0,3
382,RO,IdentityAttack,1,2.0,1.0,1
382,RO,Bias,1,2.0,1.0,1
382,RO,Microaggression,1,2.0,1.0,1
382,RO,Violence,1,2.0,1.0,1
382,RO,SelfHarm,1,1.0,1.0,1
382,RO,Insult,2,2.0,3.0,3
382,RO,SexualContent,1,1.0,1.0,1
784,RO,Toxicity,1,3.0,3.0,2
784,RO,IdentityAttack,1,2.0,1.0,1
784,RO,Bias,1,2.0,1.0,1
784,RO,Microaggression,1,2.0,1.0,1
784,RO,Violence,1,2.0,1.0,1
784,RO,SelfHarm,1,1.0,1.0,1
784,RO,Insult,1,2.0,3.0,2
784,RO,SexualContent,1,1.0,1.0,1
3,RO,Toxicity,2,3.0,3.0,3
3,RO,IdentityAttack,2,2.0,1.0,1
3,RO,Bias,1,2.0,1.0,1
3,RO,Microaggression,1,2.0,1.0,1
3,RO,Violence,1,3.0,1.0,1
3,RO,SelfHarm,1,1.0,1.0,1
3,RO,Insult,2,2.0,3.0,3
3,RO,SexualContent,1,1.0,1.0,1
674,RO,Toxicity,1,3.0,1.0,1
674,RO,IdentityAttack,1,3.0,1.0,1
674,RO,Bias,1,3.0,1.0,1
674,RO,Microaggression,1,3.0,1.0,1
674,RO,Violence,1,1.0,1.0,1
674,RO,SelfHarm,1,1.0,1.0,1
674,RO,Insult,1,3.0,1.0,1
674,RO,SexualContent,1,1.0,1.0,1
393,RO,Toxicity,3,3.0,2.0,3
393,RO,IdentityAttack,1,2.0,1.0,1
393,RO,Bias,2,1.0,1.0,1
393,RO,Microaggression,1,2.0,1.0,1
393,RO,Violence,1,1.0,1.0,1
393,RO,SelfHarm,1,1.0,1.0,1
393,RO,Insult,3,2.0,2.0,3
393,RO,SexualContent,1,1.0,1.0,1
840,RO,Toxicity,3,3.0,3.0,3
840,RO,IdentityAttack,1,3.0,1.0,3
840,RO,Bias,1,3.0,1.0,3
840,RO,Microaggression,1,3.0,1.0,1
840,RO,Violence,1,1.0,1.0,1
840,RO,SelfHarm,1,1.0,1.0,1
840,RO,Insult,2,3.0,3.0,3
840,RO,SexualContent,1,1.0,1.0,1
552,RO,Toxicity,3,3.0,3.0,3
552,RO,IdentityAttack,1,3.0,1.0,1
552,RO,Bias,1,3.0,1.0,1
552,RO,Microaggression,1,3.0,1.0,1
552,RO,Violence,1,3.0,1.0,1
552,RO,SelfHarm,1,1.0,1.0,1
552,RO,Insult,2,3.0,3.0,3
552,RO,SexualContent,2,1.0,1.0,1
443,RO,Toxicity,3,3.0,1.0,3
443,RO,IdentityAttack,1,3.0,1.0,1
443,RO,Bias,1,3.0,1.0,1
443,RO,Microaggression,1,3.0,1.0,1
443,RO,Violence,1,1.0,1.0,1
443,RO,SelfHarm,1,1.0,1.0,1
443,RO,Insult,1,3.0,1.0,3
443,RO,SexualContent,2,1.0,1.0,1
246,RO,Toxicity,1,5.0,3.0,3
246,RO,IdentityAttack,1,3.0,1.0,1
246,RO,Bias,1,3.0,1.0,1
246,RO,Microaggression,1,3.0,1.0,1
246,RO,Violence,1,3.0,1.0,1
246,RO,SelfHarm,1,1.0,1.0,1
246,RO,Insult,1,3.0,3.0,3
246,RO,SexualContent,1,1.0,1.0,1
527,RO,Toxicity,3,5.0,3.0,3
527,RO,IdentityAttack,3,3.0,3.0,3
527,RO,Bias,1,3.0,3.0,3
527,RO,Microaggression,1,3.0,1.0,1
527,RO,Violence,1,1.0,1.0,1
527,RO,SelfHarm,1,1.0,1.0,1
527,RO,Insult,2,3.0,3.0,3
527,RO,SexualContent,1,1.0,1.0,1
707,RO,Toxicity,1,3.0,2.0,2
707,RO,IdentityAttack,1,3.0,1.0,1
707,RO,Bias,1,3.0,1.0,1
707,RO,Microaggression,1,1.0,1.0,1
707,RO,Violence,1,1.0,1.0,1
707,RO,SelfHarm,1,1.0,1.0,1
707,RO,Insult,1,2.0,1.0,1
707,RO,SexualContent,1,2.0,1.0,1
988,RO,Toxicity,3,2.0,1.0,1
988,RO,IdentityAttack,2,2.0,1.0,1
988,RO,Bias,1,2.0,1.0,1
988,RO,Microaggression,1,2.0,1.0,1
988,RO,Violence,1,1.0,1.0,1
988,RO,SelfHarm,1,1.0,1.0,1
988,RO,Insult,2,2.0,1.0,1
988,RO,SexualContent,1,1.0,1.0,1
203,RO,Toxicity,4,5.0,3.0,3
203,RO,IdentityAttack,3,3.0,1.0,3
203,RO,Bias,2,3.0,1.0,3
203,RO,Microaggression,1,3.0,1.0,1
203,RO,Violence,1,1.0,1.0,1
203,RO,SelfHarm,1,1.0,1.0,1
203,RO,Insult,2,3.0,3.0,3
203,RO,SexualContent,1,1.0,1.0,1
411,RO,Toxicity,3,3.0,3.0,3
411,RO,IdentityAttack,3,2.0,1.0,1
411,RO,Bias,1,3.0,1.0,1
411,RO,Microaggression,1,3.0,1.0,1
411,RO,Violence,1,1.0,1.0,1
411,RO,SelfHarm,1,1.0,1.0,1
411,RO,Insult,1,3.0,3.0,3
411,RO,SexualContent,1,1.0,1.0,1
144,RO,Toxicity,3,3.0,3.0,3
144,RO,IdentityAttack,1,2.0,1.0,1
144,RO,Bias,1,2.0,1.0,1
144,RO,Microaggression,1,3.0,1.0,1
144,RO,Violence,1,1.0,1.0,1
144,RO,SelfHarm,1,1.0,1.0,1
144,RO,Insult,2,3.0,3.0,3
144,RO,SexualContent,1,1.0,1.0,1
869,RO,Toxicity,3,5.0,5.0,4
869,RO,IdentityAttack,3,3.0,3.0,3
869,RO,Bias,1,3.0,3.0,3
869,RO,Microaggression,1,3.0,1.0,1
869,RO,Violence,1,1.0,1.0,1
869,RO,SelfHarm,1,1.0,1.0,1
869,RO,Insult,3,3.0,3.0,3
869,RO,SexualContent,1,1.0,1.0,1
383,RO,Toxicity,2,3.0,3.0,3
383,RO,IdentityAttack,1,3.0,1.0,1
383,RO,Bias,1,3.0,1.0,1
383,RO,Microaggression,1,3.0,1.0,1
383,RO,Violence,2,1.0,1.0,1
383,RO,SelfHarm,1,1.0,1.0,1
383,RO,Insult,1,2.0,1.0,1
383,RO,SexualContent,1,3.0,3.0,3
163,RO,Toxicity,3,3.0,3.0,3
163,RO,IdentityAttack,3,3.0,3.0,3
163,RO,Bias,1,3.0,3.0,1
163,RO,Microaggression,1,2.0,1.0,1
163,RO,Violence,1,1.0,1.0,1
163,RO,SelfHarm,1,1.0,1.0,1
163,RO,Insult,2,2.0,3.0,3
163,RO,SexualContent,3,1.0,3.0,1
264,RO,Toxicity,3,5.0,3.0,4
264,RO,IdentityAttack,1,3.0,1.0,3
264,RO,Bias,1,3.0,1.0,3
264,RO,Microaggression,1,3.0,1.0,1
264,RO,Violence,2,3.0,1.0,1
264,RO,SelfHarm,1,1.0,1.0,1
264,RO,Insult,3,3.0,3.0,3
264,RO,SexualContent,1,1.0,1.0,1
473,RO,Toxicity,1,3.0,1.0,1
473,RO,IdentityAttack,1,2.0,1.0,1
473,RO,Bias,1,2.0,1.0,1
473,RO,Microaggression,1,1.0,1.0,1
473,RO,Violence,1,1.0,1.0,1
473,RO,SelfHarm,1,1.0,1.0,1
473,RO,Insult,1,1.0,1.0,1
473,RO,SexualContent,1,1.0,1.0,1
873,RO,Toxicity,1,2.0,1.0,1
873,RO,IdentityAttack,1,2.0,1.0,1
873,RO,Bias,1,1.0,1.0,1
873,RO,Microaggression,1,1.0,1.0,1
873,RO,Violence,1,1.0,1.0,1
873,RO,SelfHarm,1,1.0,1.0,1
873,RO,Insult,1,1.0,1.0,1
873,RO,SexualContent,1,1.0,1.0,1
151,RO,Toxicity,2,1.0,1.0,1
151,RO,IdentityAttack,1,1.0,1.0,1
151,RO,Bias,1,1.0,1.0,1
151,RO,Microaggression,1,1.0,1.0,1
151,RO,Violence,1,1.0,1.0,1
151,RO,SelfHarm,1,1.0,1.0,1
151,RO,Insult,2,1.0,1.0,1
151,RO,SexualContent,1,1.0,1.0,1
124,RO,Toxicity,3,3.0,3.0,3
124,RO,IdentityAttack,3,3.0,1.0,1
124,RO,Bias,1,3.0,1.0,1
124,RO,Microaggression,1,3.0,1.0,1
124,RO,Violence,1,3.0,1.0,1
124,RO,SelfHarm,1,1.0,1.0,1
124,RO,Insult,2,3.0,3.0,3
124,RO,SexualContent,1,1.0,1.0,1
484,RU,Toxicity,4,5.0,3.0,4
484,RU,IdentityAttack,3,3.0,1.0,3
484,RU,Bias,3,3.0,1.0,3
484,RU,Microaggression,3,3.0,1.0,1
484,RU,Violence,1,3.0,1.0,1
484,RU,SelfHarm,1,1.0,1.0,1
484,RU,Insult,3,3.0,3.0,3
484,RU,SexualContent,1,1.0,1.0,1
1080,RU,Toxicity,5,,5.0,3
1080,RU,IdentityAttack,3,,3.0,3
1080,RU,Bias,3,,3.0,3
1080,RU,Microaggression,3,,1.0,1
1080,RU,Violence,3,,3.0,3
1080,RU,SelfHarm,1,,1.0,1
1080,RU,Insult,3,,3.0,3
1080,RU,SexualContent,1,,1.0,1
41,RU,Toxicity,5,5.0,5.0,5
41,RU,IdentityAttack,3,3.0,3.0,3
41,RU,Bias,3,3.0,3.0,3
41,RU,Microaggression,2,3.0,1.0,1
41,RU,Violence,1,3.0,1.0,1
41,RU,SelfHarm,1,1.0,1.0,1
41,RU,Insult,3,3.0,3.0,3
41,RU,SexualContent,1,1.0,1.0,1
948,RU,Toxicity,2,3.0,3.0,3
948,RU,IdentityAttack,1,3.0,1.0,3
948,RU,Bias,1,3.0,1.0,1
948,RU,Microaggression,2,3.0,1.0,1
948,RU,Violence,2,3.0,1.0,1
948,RU,SelfHarm,1,1.0,1.0,1
948,RU,Insult,1,3.0,1.0,3
948,RU,SexualContent,1,1.0,1.0,1
238,RU,Toxicity,3,,3.0,3
238,RU,IdentityAttack,1,,1.0,1
238,RU,Bias,1,,1.0,1
238,RU,Microaggression,3,,1.0,1
238,RU,Violence,1,,1.0,1
238,RU,SelfHarm,1,,1.0,1
238,RU,Insult,3,,3.0,3
238,RU,SexualContent,1,,1.0,1
558,RU,Toxicity,5,5.0,5.0,5
558,RU,IdentityAttack,3,3.0,3.0,3
558,RU,Bias,3,3.0,3.0,3
558,RU,Microaggression,3,3.0,1.0,1
558,RU,Violence,1,1.0,1.0,1
558,RU,SelfHarm,1,1.0,1.0,1
558,RU,Insult,3,3.0,3.0,3
558,RU,SexualContent,1,1.0,1.0,1
873,RU,Toxicity,1,3.0,1.0,1
873,RU,IdentityAttack,1,2.0,1.0,1
873,RU,Bias,1,2.0,1.0,1
873,RU,Microaggression,1,1.0,1.0,1
873,RU,Violence,1,1.0,1.0,1
873,RU,SelfHarm,1,1.0,1.0,1
873,RU,Insult,1,1.0,1.0,1
873,RU,SexualContent,1,1.0,1.0,1
840,RU,Toxicity,3,5.0,3.0,3
840,RU,IdentityAttack,3,3.0,1.0,1
840,RU,Bias,3,3.0,1.0,1
840,RU,Microaggression,3,3.0,1.0,1
840,RU,Violence,1,1.0,1.0,1
840,RU,SelfHarm,1,1.0,1.0,1
840,RU,Insult,3,3.0,3.0,3
840,RU,SexualContent,1,1.0,1.0,1
552,RU,Toxicity,5,5.0,5.0,4
552,RU,IdentityAttack,1,3.0,1.0,1
552,RU,Bias,1,3.0,1.0,1
552,RU,Microaggression,1,3.0,1.0,1
552,RU,Violence,1,3.0,3.0,1
552,RU,SelfHarm,1,1.0,1.0,1
552,RU,Insult,3,3.0,3.0,3
552,RU,SexualContent,3,3.0,3.0,1
566,RU,Toxicity,2,5.0,3.0,3
566,RU,IdentityAttack,1,3.0,3.0,3
566,RU,Bias,1,3.0,3.0,3
566,RU,Microaggression,2,3.0,1.0,1
566,RU,Violence,2,3.0,3.0,3
566,RU,SelfHarm,1,1.0,1.0,1
566,RU,Insult,1,3.0,3.0,3
566,RU,SexualContent,1,1.0,1.0,1
707,RU,Toxicity,1,3.0,1.0,1
707,RU,IdentityAttack,1,3.0,1.0,1
707,RU,Bias,1,3.0,1.0,1
707,RU,Microaggression,1,3.0,1.0,1
707,RU,Violence,1,3.0,1.0,1
707,RU,SelfHarm,1,1.0,1.0,1
707,RU,Insult,1,3.0,1.0,1
707,RU,SexualContent,1,1.0,1.0,1
311,RU,Toxicity,4,,5.0,5
311,RU,IdentityAttack,3,,3.0,3
311,RU,Bias,3,,3.0,3
311,RU,Microaggression,2,,1.0,1
311,RU,Violence,1,,1.0,1
311,RU,SelfHarm,1,,1.0,1
311,RU,Insult,3,,3.0,3
311,RU,SexualContent,1,,1.0,1
1094,RU,Toxicity,4,5.0,3.0,5
1094,RU,IdentityAttack,3,3.0,1.0,1
1094,RU,Bias,2,3.0,1.0,1
1094,RU,Microaggression,3,3.0,1.0,1
1094,RU,Violence,3,3.0,3.0,3
1094,RU,SelfHarm,1,1.0,1.0,1
1094,RU,Insult,2,3.0,3.0,3
1094,RU,SexualContent,1,1.0,1.0,1
402,RU,Toxicity,4,5.0,5.0,5
402,RU,IdentityAttack,1,3.0,3.0,3
402,RU,Bias,1,3.0,3.0,3
402,RU,Microaggression,3,3.0,1.0,1
402,RU,Violence,3,3.0,3.0,3
402,RU,SelfHarm,1,1.0,1.0,1
402,RU,Insult,3,3.0,3.0,3
402,RU,SexualContent,1,1.0,1.0,1
827,RU,Toxicity,3,5.0,3.0,3
827,RU,IdentityAttack,1,3.0,1.0,1
827,RU,Bias,1,3.0,1.0,1
827,RU,Microaggression,3,3.0,1.0,1
827,RU,Violence,1,3.0,1.0,1
827,RU,SelfHarm,1,1.0,1.0,1
827,RU,Insult,1,3.0,3.0,3
827,RU,SexualContent,1,3.0,1.0,1
618,RU,Toxicity,1,2.0,1.0,1
618,RU,IdentityAttack,1,1.0,1.0,1
618,RU,Bias,1,1.0,1.0,1
618,RU,Microaggression,1,1.0,1.0,1
618,RU,Violence,1,1.0,1.0,1
618,RU,SelfHarm,1,1.0,1.0,1
618,RU,Insult,1,1.0,1.0,1
618,RU,SexualContent,1,1.0,1.0,1
505,RU,Toxicity,5,5.0,5.0,5
505,RU,IdentityAttack,3,3.0,3.0,3
505,RU,Bias,3,3.0,3.0,3
505,RU,Microaggression,3,3.0,1.0,1
505,RU,Violence,1,3.0,3.0,3
505,RU,SelfHarm,1,1.0,1.0,1
505,RU,Insult,3,3.0,3.0,3
505,RU,SexualContent,1,1.0,1.0,1
502,RU,Toxicity,2,,3.0,3
502,RU,IdentityAttack,1,,1.0,1
502,RU,Bias,1,,1.0,1
502,RU,Microaggression,2,,1.0,1
502,RU,Violence,1,,1.0,1
502,RU,SelfHarm,1,,1.0,1
502,RU,Insult,1,,3.0,3
502,RU,SexualContent,1,,1.0,1
834,RU,Toxicity,1,3.0,2.0,1
834,RU,IdentityAttack,1,3.0,1.0,1
834,RU,Bias,1,3.0,1.0,1
834,RU,Microaggression,1,3.0,1.0,1
834,RU,Violence,1,1.0,1.0,1
834,RU,SelfHarm,1,1.0,1.0,1
834,RU,Insult,1,3.0,2.0,1
834,RU,SexualContent,1,1.0,1.0,1
857,RU,Toxicity,3,,3.0,3
857,RU,IdentityAttack,2,,1.0,1
857,RU,Bias,3,,1.0,1
857,RU,Microaggression,1,,1.0,1
857,RU,Violence,2,,1.0,3
857,RU,SelfHarm,1,,1.0,1
857,RU,Insult,2,,1.0,1
857,RU,SexualContent,1,,1.0,1
478,RU,Toxicity,5,,3.0,4
478,RU,IdentityAttack,3,,3.0,3
478,RU,Bias,3,,3.0,3
478,RU,Microaggression,3,,1.0,1
478,RU,Violence,3,,1.0,1
478,RU,SelfHarm,1,,1.0,1
478,RU,Insult,3,,3.0,3
478,RU,SexualContent,1,,1.0,1
841,RU,Toxicity,3,5.0,3.0,4
841,RU,IdentityAttack,2,3.0,3.0,3
841,RU,Bias,3,3.0,3.0,3
841,RU,Microaggression,3,3.0,1.0,1
841,RU,Violence,1,3.0,1.0,1
841,RU,SelfHarm,1,1.0,1.0,1
841,RU,Insult,2,3.0,3.0,3
841,RU,SexualContent,1,1.0,1.0,1
895,RU,Toxicity,2,3.0,3.0,3
895,RU,IdentityAttack,1,3.0,1.0,1
895,RU,Bias,1,3.0,1.0,1
895,RU,Microaggression,2,3.0,1.0,1
895,RU,Violence,1,1.0,1.0,1
895,RU,SelfHarm,1,1.0,1.0,1
895,RU,Insult,1,3.0,3.0,3
895,RU,SexualContent,1,1.0,1.0,1
965,RU,Toxicity,2,3.0,1.0,1
965,RU,IdentityAttack,1,2.0,1.0,1
965,RU,Bias,1,2.0,1.0,1
965,RU,Microaggression,2,1.0,1.0,1
965,RU,Violence,2,2.0,1.0,1
965,RU,SelfHarm,1,1.0,1.0,1
965,RU,Insult,1,1.0,1.0,1
965,RU,SexualContent,1,1.0,1.0,1
596,RU,Toxicity,5,5.0,5.0,5
596,RU,IdentityAttack,2,3.0,1.0,1
596,RU,Bias,3,3.0,1.0,1
596,RU,Microaggression,3,1.0,1.0,1
596,RU,Violence,3,3.0,3.0,3
596,RU,SelfHarm,1,1.0,1.0,1
596,RU,Insult,1,3.0,1.0,1
596,RU,SexualContent,1,1.0,1.0,1
407,RU,Toxicity,5,5.0,5.0,5
407,RU,IdentityAttack,1,3.0,3.0,3
407,RU,Bias,3,3.0,3.0,3
407,RU,Microaggression,2,1.0,1.0,1
407,RU,Violence,3,3.0,3.0,3
407,RU,SelfHarm,1,1.0,1.0,1
407,RU,Insult,1,3.0,3.0,3
407,RU,SexualContent,1,1.0,1.0,1
122,RU,Toxicity,5,5.0,5.0,5
122,RU,IdentityAttack,3,3.0,3.0,3
122,RU,Bias,3,3.0,3.0,3
122,RU,Microaggression,3,3.0,1.0,1
122,RU,Violence,3,3.0,3.0,3
122,RU,SelfHarm,1,1.0,1.0,1
122,RU,Insult,3,3.0,3.0,3
122,RU,SexualContent,1,1.0,1.0,1
798,RU,Toxicity,1,2.0,3.0,2
798,RU,IdentityAttack,3,2.0,1.0,1
798,RU,Bias,2,2.0,1.0,1
798,RU,Microaggression,2,2.0,1.0,1
798,RU,Violence,1,1.0,1.0,1
798,RU,SelfHarm,1,1.0,1.0,1
798,RU,Insult,1,1.0,3.0,2
798,RU,SexualContent,1,1.0,1.0,1
595,RU,Toxicity,3,3.0,5.0,5
595,RU,IdentityAttack,3,3.0,3.0,3
595,RU,Bias,3,3.0,3.0,3
595,RU,Microaggression,2,3.0,1.0,1
595,RU,Violence,1,1.0,1.0,1
595,RU,SelfHarm,1,1.0,1.0,1
595,RU,Insult,3,3.0,3.0,3
595,RU,SexualContent,1,2.0,1.0,1
570,RU,Toxicity,3,5.0,3.0,4
570,RU,IdentityAttack,3,3.0,1.0,1
570,RU,Bias,3,3.0,1.0,1
570,RU,Microaggression,3,3.0,1.0,1
570,RU,Violence,1,3.0,1.0,1
570,RU,SelfHarm,1,1.0,1.0,1
570,RU,Insult,3,3.0,3.0,3
570,RU,SexualContent,1,1.0,1.0,1
203,RU,Toxicity,4,5.0,3.0,5
203,RU,IdentityAttack,3,3.0,3.0,3
203,RU,Bias,3,3.0,3.0,3
203,RU,Microaggression,2,3.0,1.0,1
203,RU,Violence,1,1.0,1.0,1
203,RU,SelfHarm,1,1.0,1.0,1
203,RU,Insult,1,3.0,3.0,3
203,RU,SexualContent,1,1.0,1.0,1
696,RU,Toxicity,1,3.0,1.0,1
696,RU,IdentityAttack,1,2.0,1.0,1
696,RU,Bias,1,3.0,1.0,1
696,RU,Microaggression,1,2.0,1.0,1
696,RU,Violence,1,2.0,1.0,1
696,RU,SelfHarm,1,1.0,1.0,1
696,RU,Insult,1,2.0,1.0,1
696,RU,SexualContent,1,1.0,1.0,1
656,SK,Toxicity,1,3.0,3.0,2
656,SK,IdentityAttack,1,3.0,1.0,1
656,SK,Bias,2,3.0,1.0,1
656,SK,Microaggression,1,3.0,1.0,1
656,SK,Violence,1,3.0,1.0,1
656,SK,SelfHarm,1,1.0,1.0,1
656,SK,Insult,3,3.0,1.0,1
656,SK,SexualContent,1,1.0,1.0,1
598,SK,Toxicity,3,3.0,3.0,3
598,SK,IdentityAttack,3,3.0,1.0,1
598,SK,Bias,3,3.0,1.0,1
598,SK,Microaggression,3,1.0,1.0,1
598,SK,Violence,2,3.0,1.0,1
598,SK,SelfHarm,1,1.0,1.0,1
598,SK,Insult,3,1.0,1.0,1
598,SK,SexualContent,1,1.0,1.0,1
965,SK,Toxicity,3,1.0,1.0,1
965,SK,IdentityAttack,1,1.0,1.0,1
965,SK,Bias,1,1.0,1.0,1
965,SK,Microaggression,1,1.0,1.0,1
965,SK,Violence,1,1.0,1.0,1
965,SK,SelfHarm,1,1.0,1.0,1
965,SK,Insult,3,1.0,1.0,1
965,SK,SexualContent,1,1.0,1.0,1
489,SK,Toxicity,2,5.0,3.0,5
489,SK,IdentityAttack,2,3.0,3.0,3
489,SK,Bias,2,3.0,3.0,3
489,SK,Microaggression,2,3.0,1.0,1
489,SK,Violence,3,1.0,1.0,1
489,SK,SelfHarm,1,1.0,1.0,1
489,SK,Insult,3,3.0,3.0,3
489,SK,SexualContent,1,1.0,1.0,1
742,SK,Toxicity,3,3.0,2.0,3
742,SK,IdentityAttack,1,2.0,1.0,1
742,SK,Bias,1,2.0,1.0,1
742,SK,Microaggression,1,2.0,1.0,1
742,SK,Violence,2,1.0,1.0,1
742,SK,SelfHarm,1,1.0,1.0,1
742,SK,Insult,3,2.0,2.0,3
742,SK,SexualContent,1,1.0,1.0,1
980,SK,Toxicity,3,3.0,3.0,3
980,SK,IdentityAttack,1,3.0,1.0,1
980,SK,Bias,1,3.0,1.0,1
980,SK,Microaggression,1,3.0,1.0,1
980,SK,Violence,1,1.0,1.0,1
980,SK,SelfHarm,1,1.0,1.0,1
980,SK,Insult,3,3.0,3.0,3
980,SK,SexualContent,1,1.0,1.0,1
348,SK,Toxicity,3,2.0,3.0,3
348,SK,IdentityAttack,1,1.0,1.0,1
348,SK,Bias,1,1.0,1.0,1
348,SK,Microaggression,1,1.0,1.0,1
348,SK,Violence,2,1.0,1.0,1
348,SK,SelfHarm,1,1.0,1.0,1
348,SK,Insult,3,2.0,3.0,3
348,SK,SexualContent,1,1.0,1.0,1
46,SK,Toxicity,3,5.0,3.0,4
46,SK,IdentityAttack,1,3.0,1.0,3
46,SK,Bias,1,3.0,1.0,3
46,SK,Microaggression,1,3.0,1.0,1
46,SK,Violence,3,3.0,1.0,1
46,SK,SelfHarm,1,1.0,1.0,1
46,SK,Insult,3,3.0,3.0,3
46,SK,SexualContent,1,1.0,1.0,1
219,SK,Toxicity,4,5.0,3.0,3
219,SK,IdentityAttack,3,3.0,1.0,1
219,SK,Bias,3,3.0,1.0,1
219,SK,Microaggression,2,3.0,1.0,1
219,SK,Violence,3,1.0,1.0,1
219,SK,SelfHarm,1,1.0,1.0,1
219,SK,Insult,3,3.0,3.0,3
219,SK,SexualContent,1,3.0,3.0,1
562,SK,Toxicity,3,5.0,3.0,3
562,SK,IdentityAttack,1,3.0,1.0,1
562,SK,Bias,2,3.0,1.0,1
562,SK,Microaggression,1,3.0,1.0,1
562,SK,Violence,3,3.0,3.0,3
562,SK,SelfHarm,1,1.0,1.0,1
562,SK,Insult,3,3.0,3.0,3
562,SK,SexualContent,1,3.0,1.0,1
97,SK,Toxicity,4,5.0,5.0,5
97,SK,IdentityAttack,3,3.0,3.0,3
97,SK,Bias,3,3.0,3.0,3
97,SK,Microaggression,3,3.0,1.0,1
97,SK,Violence,3,3.0,3.0,3
97,SK,SelfHarm,1,1.0,1.0,1
97,SK,Insult,3,3.0,3.0,3
97,SK,SexualContent,1,1.0,1.0,1
478,SK,Toxicity,5,5.0,5.0,5
478,SK,IdentityAttack,3,3.0,3.0,3
478,SK,Bias,3,3.0,3.0,3
478,SK,Microaggression,3,3.0,1.0,1
478,SK,Violence,2,3.0,3.0,3
478,SK,SelfHarm,1,1.0,1.0,1
478,SK,Insult,3,3.0,3.0,3
478,SK,SexualContent,1,1.0,1.0,1
537,SK,Toxicity,4,5.0,5.0,5
537,SK,IdentityAttack,1,3.0,3.0,3
537,SK,Bias,1,3.0,3.0,3
537,SK,Microaggression,1,3.0,1.0,1
537,SK,Violence,3,3.0,3.0,3
537,SK,SelfHarm,1,2.0,1.0,1
537,SK,Insult,3,3.0,3.0,3
537,SK,SexualContent,1,1.0,1.0,1
198,SK,Toxicity,4,5.0,5.0,5
198,SK,IdentityAttack,2,3.0,1.0,1
198,SK,Bias,3,3.0,1.0,1
198,SK,Microaggression,1,3.0,1.0,1
198,SK,Violence,2,3.0,3.0,3
198,SK,SelfHarm,1,1.0,1.0,1
198,SK,Insult,3,3.0,3.0,3
198,SK,SexualContent,2,3.0,3.0,3
88,SK,Toxicity,4,5.0,3.0,4
88,SK,IdentityAttack,1,3.0,1.0,3
88,SK,Bias,3,3.0,1.0,3
88,SK,Microaggression,1,3.0,1.0,1
88,SK,Violence,3,3.0,1.0,3
88,SK,SelfHarm,1,1.0,1.0,1
88,SK,Insult,3,3.0,3.0,3
88,SK,SexualContent,1,1.0,1.0,1
605,SK,Toxicity,5,3.0,3.0,3
605,SK,IdentityAttack,3,2.0,1.0,1
605,SK,Bias,3,2.0,1.0,1
605,SK,Microaggression,3,1.0,1.0,1
605,SK,Violence,3,1.0,1.0,1
605,SK,SelfHarm,1,1.0,1.0,1
605,SK,Insult,3,1.0,3.0,3
605,SK,SexualContent,1,1.0,1.0,1
151,SK,Toxicity,4,5.0,3.0,3
151,SK,IdentityAttack,3,3.0,3.0,3
151,SK,Bias,1,3.0,3.0,3
151,SK,Microaggression,1,3.0,1.0,1
151,SK,Violence,3,3.0,1.0,1
151,SK,SelfHarm,1,1.0,1.0,1
151,SK,Insult,3,3.0,3.0,3
151,SK,SexualContent,1,1.0,1.0,1
310,SK,Toxicity,4,5.0,3.0,5
310,SK,IdentityAttack,3,3.0,3.0,3
310,SK,Bias,1,3.0,3.0,3
310,SK,Microaggression,3,3.0,1.0,1
310,SK,Violence,3,3.0,1.0,1
310,SK,SelfHarm,1,1.0,1.0,1
310,SK,Insult,3,3.0,3.0,3
310,SK,SexualContent,1,1.0,1.0,1
867,SK,Toxicity,3,3.0,1.0,1
867,SK,IdentityAttack,2,2.0,1.0,1
867,SK,Bias,2,2.0,1.0,1
867,SK,Microaggression,2,2.0,1.0,1
867,SK,Violence,1,1.0,1.0,1
867,SK,SelfHarm,1,1.0,1.0,1
867,SK,Insult,2,1.0,1.0,1
867,SK,SexualContent,1,1.0,1.0,1
531,SK,Toxicity,3,3.0,3.0,3
531,SK,IdentityAttack,1,3.0,1.0,1
531,SK,Bias,1,3.0,1.0,1
531,SK,Microaggression,1,3.0,1.0,1
531,SK,Violence,2,3.0,1.0,3
531,SK,SelfHarm,1,1.0,1.0,1
531,SK,Insult,3,3.0,3.0,3
531,SK,SexualContent,1,1.0,1.0,1
419,SK,Toxicity,4,5.0,5.0,5
419,SK,IdentityAttack,3,3.0,3.0,3
419,SK,Bias,3,3.0,3.0,3
419,SK,Microaggression,3,3.0,1.0,1
419,SK,Violence,3,3.0,1.0,1
419,SK,SelfHarm,1,1.0,1.0,1
419,SK,Insult,3,3.0,3.0,3
419,SK,SexualContent,1,1.0,1.0,1
353,SK,Toxicity,3,3.0,3.0,3
353,SK,IdentityAttack,3,3.0,1.0,1
353,SK,Bias,1,3.0,1.0,1
353,SK,Microaggression,1,3.0,1.0,1
353,SK,Violence,2,1.0,1.0,1
353,SK,SelfHarm,1,1.0,1.0,1
353,SK,Insult,3,3.0,3.0,3
353,SK,SexualContent,1,1.0,1.0,1
803,SK,Toxicity,5,3.0,1.0,1
